0.2,0.3,0.3,0.3,0.3,0.11,0.13,0.18,0.6,0.21,0.36,0.3,0.3,0.1,0.0,0.100,0.0,0.0,0.0,0.0,0.100,0.0,0.0,0.0,0.100,0.0,
0.2,0.1,0.3,0.3,0.3,0.11,0.13,0.18,0.6,0.22,0.10,0.2,0.3,0.1,0.100,0.0,0.0,0.0,0.0,0.0,0.100,0.0,0.0,0.100,0.0,0.0,
0.4,0.3,0.3,0.3,0.0,0.11,0.13,0.18,0.6,0.22,0.53,0.2,0.2,0.0,0.0,0.100,0.0,0.0,0.0,0.100,0.0,0.0,0.0,0.0,0.0,0.0,
0.4,0.3,0.3,0.3,0.0,0.11,0.13,0.18,0.6,0.23,0.30,0.2,0.2,0.0,0.100,0.0,0.0,0.0,0.0,0.0,0.100,0.0,0.0,0.0,0.0,0.0,
0.4,0.3,0.3,0.3,0.0,0.11,0.13,0.18,0.6,0.23,0.56,0.2,0.2,0.0,0.100,0.0,0.0,0.0,0.100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.4,0.3,0.3,0.3,0.0,0.11,0.13,0.18,0.6,0.24,0.20,0.2,0.2,0.0,0.0,0.0,0.100,0.0,0.0,0.100,0.0,0.0,0.0,0.0,0.0,0.0,
0.3,0.3,0.3,0.1,0.0,0.11,0.13,0.18,0.6,0.28,0.36,0.3,0.1,0.0,0.0,0.100,0.0,0.0,0.100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.3,0.3,0.3,0.3,0.0,0.11,0.13,0.18,0.6,0.28,0.58,0.2,0.3,0.0,0.0,0.0,0.100,0.0,0.0,0.100,0.0,0.0,0.0,0.0,0.0,0.0,
0.3,0.3,0.3,0.3,0.0,0.11,0.13,0.18,0.6,0.29,0.27,0.1,0.3,0.0,0.0,0.0,0.100,0.0,0.100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.2,0.1,0.3,0.3,0.3,0.11,0.13,0.18,0.6,0.29,0.53,0.2,0.3,0.1,0.100,0.0,0.0,0.0,0.0,0.0,0.100,0.0,0.100,0.0,0.0,0.0,
0.2,0.1,0.3,0.3,0.3,0.11,0.13,0.18,0.6,0.30,0.24,0.3,0.1,0.1,0.0,0.0,0.100,0.0,0.100,0.0,0.0,0.0,0.0,0.100,0.0,0.0,
0.2,0.1,0.3,0.3,0.3,0.11,0.13,0.18,0.6,0.30,0.52,0.2,0.3,0.1,0.0,0.100,0.0,0.0,0.0,0.100,0.0,0.0,0.0,0.0,0.100,0.0,
0.2,0.1,0.3,0.3,0.3,0.11,0.13,0.18,0.6,0.31,0.21,0.2,0.3,0.1,0.100,0.0,0.0,0.0,0.100,0.0,0.0,0.0,0.0,0.0,0.100,0.0,0.4,0.3,0.3,0.3,0.0,0.11,0.13,0.18,0.6,0.33,0.26,0.2,0.2,0.0,0.100,0.0,0.0,0.0,0.0,0.0,0.100,0.0,0.0,0.0,0.0,0.0,
0.4,0.3,0.3,0.3,0.0,0.11,0.13,0.18,0.6,0.33,0.54,0.2,0.2,0.0,0.0,0.100,0.0,0.0,0.0,0.100,0.0,0.0,0.0,0.0,0.0,0.0,
0.4,0.3,0.3,0.3,0.0,0.11,0.13,0.18,0.6,0.34,0.15,0.2,0.2,0.0,0.100,0.0,0.0,0.0,0.100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.3,0.3,0.3,0.1,0.0,0.11,0.13,0.18,0.6,0.35,0.36,0.3,0.1,0.0,0.0,0.100,0.0,0.0,0.100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.3,0.3,0.3,0.3,0.0,0.11,0.13,0.18,0.6,0.35,0.59,0.2,0.3,0.0,0.100,0.0,0.0,0.0,0.0,0.0,0.100,0.0,0.0,0.0,0.0,0.0,
0.3,0.3,0.3,0.3,0.0,0.11,0.13,0.18,0.6,0.36,0.28,0.1,0.3,0.0,0.0,0.0,0.100,0.0,0.100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.2,0.1,0.3,0.3,0.3,0.11,0.13,0.18,0.6,0.36,0.53,0.2,0.3,0.1,0.0,0.100,0.0,0.0,0.0,0.0,0.100,0.0,0.100,0.0,0.0,0.0,
0.2,0.1,0.3,0.3,0.3,0.11,0.13,0.18,0.6,0.38,0.51,0.2,0.3,0.1,0.0,0.0,0.100,0.0,0.0,0.100,0.0,0.0,0.0,0.100,0.0,0.0,
0.2,0.1,0.3,0.3,0.3,0.11,0.13,0.18,0.6,0.39,0.20,0.2,0.3,0.1,0.100,0.0,0.0,0.0,0.0,0.100,0.0,0.0,0.100,0.0,0.0,0.0,
0.2,0.3,0.3,0.3,0.3,0.11,0.13,0.18,0.6,0.39,0.45,0.3,0.3,0.1,0.0,0.100,0.0,0.0,0.0,0.100,0.0,0.0,0.0,0.0,0.100,0.0,
0.2,0.1,0.3,0.3,0.3,0.11,0.13,0.18,0.6,0.40,0.13,0.3,0.1,0.1,0.0,0.100,0.0,0.0,0.0,0.100,0.0,0.0,0.0,0.0,0.100,0.0,
0.2,0.1,0.3,0.3,0.3,0.11,0.13,0.18,0.6,0.40,0.13,0.3,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.4,0.3,0.3,0.3,0.0,0.11,0.13,0.18,0.6,0.40,0.47,0.2,0.2,0.0,0.0,0.0,0.100,0.0,0.0,0.100,0.0,0.0,0.0,0.0,0.0,0.0,
0.4,0.3,0.3,0.3,0.0,0.11,0.13,0.18,0.6,0.41,0.19,0.2,0.2,0.0,0.0,0.100,0.0,0.0,0.0,0.100,0.0,0.0,0.0,0.0,0.0,0.0,
0.4,0.3,0.3,0.3,0.0,0.11,0.13,0.18,0.6,0.41,0.43,0.2,0.2,0.0,0.0,0.0,0.100,0.0,0.0,0.100,0.0,0.0,0.0,0.0,0.0,0.0,
0.4,0.3,0.3,0.3,0.0,0.11,0.13,0.18,0.6,0.42,0.5,0.2,0.2,0.0,0.100,0.0,0.0,0.0,0.100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
