0.2,0.1,0.3,0.3,0.3,0.11,0.13,0.18,0.6,0.6,0.46,0.3,0.1,0.1,0.0,0.100,0.0,0.0,0.0,0.100,0.0,0.0,0.0,0.100,0.0,0.0,
0.2,0.3,0.3,0.3,0.3,0.11,0.13,0.18,0.6,0.10,0.10,0.3,0.3,0.1,0.0,0.100,0.0,0.0,0.0,0.0,0.100,0.0,0.0,0.0,0.100,0.0,
0.2,0.1,0.3,0.3,0.3,0.11,0.13,0.18,0.6,0.11,0.31,0.3,0.1,0.1,0.0,0.100,0.0,0.0,0.0,0.0,0.100,0.0,0.100,0.0,0.0,0.0,
0.3,0.3,0.3,0.3,0.0,0.11,0.13,0.18,0.6,0.13,0.23,0.1,0.3,0.0,0.0,0.100,0.0,0.0,0.100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.3,0.3,0.3,0.1,0.0,0.11,0.13,0.18,0.6,0.13,0.58,0.3,0.1,0.0,0.100,0.0,0.0,0.0,0.100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.4,0.3,0.3,0.3,0.0,0.11,0.13,0.18,0.6,0.15,0.8,0.2,0.2,0.0,0.0,0.0,0.100,0.0,0.0,0.0,0.100,0.0,0.0,0.0,0.0,0.0,
0.3,0.3,0.3,0.1,0.0,0.11,0.13,0.18,0.6,0.18,0.47,0.3,0.1,0.0,0.100,0.0,0.0,0.0,0.100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.3,0.3,0.3,0.3,0.0,0.11,0.13,0.18,0.6,0.19,0.19,0.1,0.3,0.0,0.100,0.0,0.0,0.0,0.100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.3,0.3,0.3,0.3,0.0,0.11,0.13,0.18,0.6,0.19,0.50,0.2,0.3,0.0,0.0,0.100,0.0,0.0,0.100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.2,0.1,0.3,0.3,0.3,0.11,0.13,0.18,0.6,0.20,0.29,0.2,0.3,0.1,0.0,0.0,0.100,0.0,0.0,0.100,0.0,0.0,0.0,0.0,0.100,0.0,
0.2,0.1,0.3,0.3,0.3,0.11,0.13,0.18,0.6,0.21,0.8,0.3,0.1,0.1,0.0,0.100,0.0,0.0,0.100,0.0,0.0,0.0,0.0,0.0,0.100,0.0,
